;--------------------------------------------------------------------------
;调用文件		地图	X	Y	姓名		范围	代码	刷新时间
万能商人/盟重_万能商人	N3	335	329	万能商人	0	5	1
万能商人/封魔_万能商人	N4	237	202	万能商人	0	5	1
万能商人/苍月_万能商人	N5	144	331	万能商人	0	5	1
城市商人/新人村/新人村_药店	N0119	10	11	新人村许家店	0	1	1
城市商人/新人村/新人村_毒药	N0119	18	14	药房小老板	0	9	1
城市商人/新人村/新人村_杂货	N0	643	611	陈家铺老板	0	3	1
城市商人/新人村/新人村_武器	N0	646	601	精武馆老板	0	0	1
城市商人/新人村/新人村_衣服	N0	640	597	高家店老板	0	7	1
城市商人/新人村/新人村_屠夫	N0	652	593	新人村屠夫	0	11	1
城市商人/新人村/新人村_仓库	N0	621	642	廖家店老板	0	6	1
城市商人/比奇村/比奇村_杂货	N0	290	608	边界村小店老板	0	1	1
城市商人/比奇村/比奇村_武器	N0	294	612	边界村铁匠铺	0	0	1
城市商人/比奇村/比奇村_屠夫	N0	293	603	边界村屠夫	0	11	1
城市商人/比奇村/比奇村_衣服	N0	306	608	白家服装老板	0	7	1
城市商人/比奇村/比奇村_书店	N0132	10	20	边界村书店老板	0	2	1
城市商人/比奇村/比奇村_仓库	N0140	9	10	边界村保管员	0	9	1
城市商人/比奇村/比奇村_戒指	N0141	23	21	边界村戒指店	0	4	1
城市商人/比奇村/比奇村_手镯	N0141	18	17	边界村手镯店	0	5	1
城市商人/比奇村/比奇村_项链	N0141	10	10	边界村项链店	0	6	1
;城市商人/比奇村/边界_领取秘书	N0	291	613	英雄领取	0	31	1
;城市商人/比奇村/银杏_领取秘书	N0	630	610	英雄领取	0	31	1



城市商人/毒蛇谷/毒蛇谷_铁匠	N0120	15	13	朴铁匠	0	0	1
城市商人/毒蛇谷/毒蛇谷_铁匠	N2	518	492	铁匠	0	0	1
城市商人/毒蛇谷/毒蛇谷_药铺	N0117	11	12	薄家药铺老板	0	1	1
城市商人/毒蛇谷/毒蛇谷_药铺	N2	506	497	药铺老板	0	1	1
城市商人/毒蛇谷/毒蛇谷_杂货	N2	501	470	罗家铺子老板	0	3	1
城市商人/毒蛇谷/毒蛇谷_衣服	N2	515	479	米家服装老板	0	7	1
城市商人/毒蛇谷/毒蛇谷_仓库	N2	520	473	山谷仓库保管员	0	12	1
城市商人/毒蛇谷/毒蛇谷_老人	N3	853	660	山谷老人	0	3	1
城市商人/毒蛇谷/卧龙使者          N2	426	318	卧龙山庄使者        0	253	0	0	0

城市商人/盟重省/盟重省_仓库	N0145	22	21	盟重仓库保管员	0	12	1
城市商人/盟重省/盟重省_仓库	N3	306	373	悦来客栈老板	0	12	1
城市商人/盟重省/盟重省_衣服	N0149	31	27	张家布衣老板	0	7	1
城市商人/盟重省/盟重省_手套	N0149	22	28	盟重手套店老板	0	4	1
城市商人/盟重省/盟重省_头盔	N0149	19	15	盟重老张头盔店	0	5	1
城市商人/盟重省/盟重省_武器	N0159	16	22	盟重铁匠铺老板	0	0	1
城市商人/盟重省/盟重省_药店	N0160	21	25	罗家铺子老板	0	1	1
城市商人/盟重省/盟重省_戒指	N0158	21	22	盟重戒指店老板	0	5	1
城市商人/盟重省/盟重省_手镯	N0158	15	28	盟重手镯店老板	0	6	1
城市商人/盟重省/盟重省_项链	N0158	27	17	盟重项链店老板	0	4	1
城市商人/盟重省/盟重省_流浪	N3	346	334	盟重流浪汉	0	3	1
城市商人/盟重省/盟重省_屠夫	N3	353	330	盟重屠夫	0	11	1
城市商人/盟重省/盟重省_药店	N3	359	336	盟重药店老板	0	1	1
城市商人/盟重省/盟重省_书店	N0161	26	25	盟重书店老板	0	2	1
城市商人/盟重省/盟重省_宣传员	N3	297	302	网络文明宣传员	0	5	1
城市商人/盟重省/盟重省_彩票	N3	284	343	盟重彩票员	0	3	1
城市商人/盟重省/盟重老兵	N3	327	330	盟重老兵	0	1	1

;---------------------------------------------------------------------------------------------------------
城市商人/酒馆/影月		        n3	379	304	影月		0	81	0
城市商人/酒馆/辰星		        n3	380	305	辰星		0	82	0
城市商人/酒馆/翔天		        n3	380	304	翔天		0	83	0
城市商人/酒馆/店小二		        0170	11	22	小虎		0	76	0
城市商人/酒馆/酒馆老板娘		        0170	19	20	酒馆老板娘	0	77	0
;---------------------------------------------------------------------------------------------------------

城市商人/沙巴克\沙巴克书店		NEW0155	        27	35	沙巴克书店老板		0	18	1
城市商人/沙巴克\沙巴克屠夫		N3	        614	331	沙巴克屠夫		0	11	1
城市商人/沙巴克\沙巴克_杂货		N3	        628	348	沙巴克小贩		0	3	1
城市商人/沙巴克\沙巴克武器店		NEW0151	        22	36	沙巴克武器铺		0	0	1
城市商人/沙巴克\沙巴克升级师		NEW0151	        31	27	炼武器老板		0	0	1
城市商人/沙巴克\沙巴克药店		NEW0153	        28	32	沙巴克药店		0	1	1
城市商人/沙巴克\沙巴克手镯店	        NEW01581	22	40	沙巴克手镯店		0	6	1
城市商人/沙巴克\沙巴克项链店	        NEW01581	30	32	沙巴克项链店		0	6	1
城市商人/沙巴克\沙巴克戒指店	        NEW01581	29	38	沙巴克戒指店		0	5	1
城市商人/沙巴克\沙巴克服装店		NEW0152	21	23	沙巴克布衣店		0	7	1
城市商人/沙巴克\沙巴克头盔店		NEW0152	16	28	沙巴克头盔店		0	5	1
城市商人/沙巴克\沙巴克仓库	        NEW01571	21	30	沙巴克商人		0	9	1


城市商人/盟重省/盟重省_商人	N0146	20	23	商人	0	9	1
城市商人/石墓阵/石墓阵_武器	D71650	23	27	石墓阵武器店	0	0	1
城市商人/石墓阵/石墓阵_衣服	D71651	23	27	石墓阵服装店	0	7	1
城市商人/石墓阵/石墓阵_药店	D71653	23	27	石墓阵药品店	0	3	1
城市商人/石墓阵/石墓阵_首饰	D71652	23	27	石墓阵首饰店	0	5	1


城市商人/白日门/白日门_武器	N1001	14	12	白日门武器店	0	15	1
城市商人/白日门/白日门_杂货	N1007	14	13	白日门杂货店	0	17	1
城市商人/白日门/白日门_首饰	N1005	12	13	白日门首饰店	0	20	1
城市商人/白日门/白日门_服装	N1003	20	16	白日门服装店	0	23	1
城市商人/白日门/白日门_药店	N1006	13	10	白日门药店老板	0	22	1
城市商人/白日门/白日门_毒药	N1006	18	15	白日门药剂师	0	25	1
城市商人/白日门/白日门_书店	N1004	13	12	白日门书店老板	0	18	1
城市商人/白日门/白日门_仓库	N11	184	296	白日门保管员	0	18	1
城市商人/白日门/白日门_向导	N11	180	322	白日门向导	0	15	1

;城市商人/桃源门/桃源门_老人	NR001	42	52	桃源神秘老人	0	9	1
;城市商人/桃源门/桃源门_技师	NR001	97	90	桃源合成师	0	15	1

城市商人/封魔谷/封魔谷_教主	Nb341	17	22	沃玛教主	0	27	1
城市商人/封魔谷/封魔谷_老兵	N4	238	194	恶魔老兵	0	29	1
城市商人/封魔谷/封魔谷_杂货	N4	255	224	恶魔杂货匠	0	17	1
城市商人/封魔谷/封魔谷_铁匠	N4	221	237	恶魔铁匠	0	30	1
城市商人/封魔谷/封魔谷_首饰	Nb344	13	10	恶魔首饰店老板	0	31	1
城市商人/封魔谷/封魔谷_保管	Nb347	9	10	恶魔保管员	0	10	1
城市商人/封魔谷/封魔谷_衣服	Nb345	12	10	恶魔布店老板	0	32	1
城市商人/封魔谷/封魔谷_学者	Nb343	12	10	恶魔学者	0	30	1
城市商人/封魔谷/封魔谷_练药	Nb343	15	9	恶魔炼药师	0	22	1
城市商人/封魔谷/封魔谷_药店	Nb343	9	13	恶魔药剂师	0	28	1
城市商人/封魔谷/封魔谷_铁匠	Nb342	11	12	恶魔铁匠铺老板	0	30	1
城市商人/封魔谷/封魔谷_月老	M101	29	32	红娘		0	12	1

城市商人/苍月岛/苍月岛_杂货	N5	137	313	杂货铺老板	0	3	0
城市商人/苍月岛/苍月岛_书店	N5	155	298	书店老板	0	2	0
城市商人/苍月岛/苍月岛_武器	N5	127	306	武器店老板	0	1	0
城市商人/苍月岛/苍月岛_首饰	N5	155	339	首饰店老板	0	5	0
城市商人/苍月岛/苍月岛_衣服	N5	147	328	服装店老板	0	7	0
城市商人/苍月岛/苍月岛_药店	N5	143	357	药铺老板	0	1	0
城市商人/苍月岛/苍月老兵         N5       140     335     苍月老兵      0       3       0 

城市商人/幻境/幻境_管理员  H003       80      87      仓库管理员      0       12      0 
城市商人/幻境/幻境_小贩    H003       89      79      小贩            0       3       0
城市商人/幻境/幻境向导     H003       85      82      幻境向导        0       1       0
城市商人/幻境/幻境_小贩    H007       168     171     小贩            0       3       0
城市商人/幻境/幻境_管理员  H007       160     179     仓库管理员      0       3       0
城市商人/幻境/禁地看护人   H106       100     100     禁地看护人            0       94      0
城市商人/幻境/幻境向导     H010       370     374      幻境向导        0       1       0

;---------------------------------------------------------------------------------------------------------
城市商人/沃玛森林/龙域山谷       	N1       84     279	龙域山谷    	0	271	0	0	0
城市商人/沃玛森林/安家铺子老板   	N1	361	47	安家铺子老板	0	0	0	0	0
城市商人/沃玛森林/合家药店老板   	N1	370	60	合家药店老板	0	4	0	0	0
城市商人/沃玛森林/老人	        	N1	237	308	老人		0	9	0	0	0
城市商人/沃玛森林/沃玛森林老兵	        N1	514	514	沃玛森林老兵	0	203	0	0	0
城市商人/沃玛森林/沃玛寺庙老兵	        N1	88	279	沃玛寺庙老兵	0	203	0	0	0
;---------------------------------------------------------------------------------------------------------

;城市商人/石原\封印之剑               bsr03   388    290      封印之柱        0       224    0
城市商人/石原\失落之地               bsr03   18     436      石原深处的洞穴传送员        0       256    0
;城市商人/石原\要塞               bsr03   226     15      龙爪要塞        0       223    0

;=======================================================================

传送员\传送员           N0       330	267     传送员          0        8       0
传送员\传送员           N0       287	614     传送员          0        8       0
传送员\传送员           N0       637	610     传送员          0        8       0
传送员\传送员           N2       501	480     传送员          0        8       0
传送员\传送员           N3       339	333     城市传送员          0        8       0
传送员\传送员           N4       240	195     传送员          0        8       0
传送员\传送员           N5       137	326     传送员          0        8       0
传送员\传送员           N11      178	322     传送员          0        8       0

城市商人/其它区域/迷失使者               DM002   18       16     守陵人        0       15      0       0       0
副本传送/盟重/神秘老人 	E603	30	192	神秘老人	0	8	1
城市商人/其它区域/传送阵           	nanm	267	96	要塞传送阵    	0	70	0       0       0

;副本地图    N3     	   334 343   老庄祖传无尽塔             0      218     0
;赞助  N3    341  342   赞助使者   0   8 0 0 0
大仓库 N3  338  343  大仓库 0  66  0
危险传送 N3  339  330  打宝传送 0  8  0
临时 ND5074  75  16  祖玛传送员 0  8  0
临时 D023  51  365  三层传送员 0  8  0
藏宝阁 N3  329  343  藏宝阁 0  217  0
重装 N1 368  63  森林重装传送员 0  12  0
GM  GM  9  26  GM  0  8 0
变性  N3  333  323  专业割蛋隆胸  0  8 0
;BEGIN 金币
;老庄充值使者	N3	344	340	老庄充值使者	0	12	0
;END 金币
